time,inertia.phi_ref,inertia.phi_sim,inertia.phi_relerr,inertia.w_ref,inertia.w_sim,inertia.w_relerr
0.621,0.6499561225,1.163982415,0.0244372,2.392359382,3.886156934,0.298793
0.6215,0.6511527842,1.16592599,0.0244727,2.394286582,3.888113296,0.298799
0.622,0.6523504093,1.167870543,0.0245083,2.396212859,3.8900666,0.298804
0.6225,0.6535489972,1.169816071,0.0245438,2.398138214,3.892016849,0.298809
0.623,0.6547485477,1.171762574,0.0245793,2.400062645,3.893964045,0.298813
0.6235,0.6559490601,1.17371005,0.0246148,2.401986152,3.895908193,0.298818
0.624,0.657150534,1.175658496,0.0246503,2.403908736,3.897849296,0.298821
0.6245,0.658352969,1.177607913,0.0246858,2.405830396,3.899787356,0.298825
0.625,0.6595563646,1.179558297,0.0247213,2.407751131,3.901722378,0.298827
0.6255,0.6607607204,1.181509649,0.0247568,2.409670942,3.903654364,0.29883
0.626,0.6619660358,1.183461965,0.0247924,2.411589828,3.905583319,0.298832
0.6265,0.6631723104,1.185415245,0.0248279,2.413507788,3.907509244,0.298833
0.627,0.6643795438,1.187369487,0.0248634,2.415424823,3.909432144,0.298835
0.6275,0.6655877355,1.18932469,0.0248989,2.417340932,3.911352022,0.298835
0.628,0.666796885,1.191280852,0.0249344,2.419256115,3.913268881,0.298836
0.6285,0.6680069918,1.193237971,0.0249699,2.421170371,3.915182725,0.298836
0.629,0.6692180556,1.195196047,0.0250054,2.423083701,3.917093556,0.298835
0.6295,0.6704300757,1.197155077,0.0250409,2.424996103,3.919001378,0.298834
0.63,0.6716430519,1.19911506,0.0250765,2.426907578,3.920906194,0.298833
0.6305,0.6728569835,1.201075994,0.025112,2.428818126,3.922808008,0.298831
0.631,0.6740718702,1.203037878,0.0251475,2.430727746,3.924706823,0.298829
0.6315,0.6752877115,1.205000711,0.025183,2.432636438,3.926602643,0.298826
0.632,0.6765045069,1.206964491,0.0252185,2.434544201,3.928495469,0.298823
0.6325,0.6777222559,1.208929217,0.025254,2.436451036,3.930385307,0.29882
0.633,0.6789409582,1.210894886,0.0252895,2.438356942,3.932272159,0.298816
0.6335,0.6801606131,1.212861498,0.025325,2.440261918,3.934156028,0.298812
0.634,0.6813812203,1.214829051,0.0253606,2.442165965,3.936036918,0.298807
0.6345,0.6826027793,1.216797543,0.0253961,2.444069083,3.937914832,0.298802
0.635,0.6838252896,1.218766974,0.0254316,2.44597127,3.939789774,0.298797
0.6355,0.6850487508,1.22073734,0.0254671,2.447872527,3.941661746,0.298791
0.636,0.6862731623,1.222708642,0.0255026,2.449772853,3.943530752,0.298785
0.6365,0.6874985238,1.224680878,0.0255381,2.451672249,3.945396795,0.298778
0.637,0.6887248347,1.226654045,0.0255736,2.453570713,3.947259879,0.298771
0.6375,0.6899520947,1.228628144,0.0256091,2.455468246,3.949120007,0.298764
0.638,0.6911803032,1.230603171,0.0256446,2.457364848,3.950977182,0.298756
0.6385,0.6924094597,1.232579126,0.0256801,2.459260517,3.952831408,0.298747
0.639,0.6936395638,1.234556007,0.0257156,2.461155255,3.954682688,0.298739
0.6395,0.6948706151,1.236533813,0.0257511,2.46304906,3.956531024,0.29873
0.64,0.696102613,1.238512542,0.0257866,2.464941932,3.958376421,0.29872
0.6405,0.6973355571,1.240492192,0.0258221,2.466833872,3.960218882,0.29871
0.641,0.698569447,1.242472763,0.0258576,2.468724878,3.96205841,0.2987
0.6415,0.6998042821,1.244454253,0.0258931,2.470614951,3.963895008,0.298689
0.642,0.701040062,1.24643666,0.0259286,2.47250409,3.96572868,0.298678
0.6425,0.7022767862,1.248419983,0.0259641,2.474392295,3.967559428,0.298667
0.643,0.7035144543,1.25040422,0.0259996,2.476279566,3.969387257,0.298655
0.6435,0.7047530658,1.252389371,0.0260351,2.478165903,3.97121217,0.298642
0.644,0.7059926202,1.254375433,0.0260706,2.480051305,3.973034169,0.29863
0.6445,0.7072331171,1.256362404,0.0261061,2.481935771,3.974853259,0.298617
0.645,0.708474556,1.258350285,0.0261416,2.483819303,3.976669442,0.298603
0.6455,0.7097169364,1.260339072,0.026177,2.4857019,3.978482722,0.298589
0.646,0.7109602578,1.262328766,0.0262125,2.48758356,3.980293102,0.298575
0.6465,0.7122045199,1.264319363,0.026248,2.489464285,3.982100586,0.29856
0.647,0.713449722,1.266310863,0.0262835,2.491344074,3.983905176,0.298545
0.6475,0.7146958638,1.268303265,0.026319,2.493222926,3.985706876,0.29853
0.648,0.7159429449,1.270296567,0.0263544,2.495100841,3.987505689,0.298514
0.6485,0.7171909647,1.272290767,0.0263899,2.496977819,3.98930162,0.298498
0.649,0.7184399229,1.274285864,0.0264254,2.49885386,3.99109467,0.298481
0.6495,0.7196898188,1.276281856,0.0264609,2.500728963,3.992884843,0.298464
0.65,0.720940652,1.278278743,0.0264963,2.502603129,3.994672143,0.298447
0.6505,0.7221924221,1.280276522,0.0265318,2.504476357,3.996456573,0.298429
0.651,0.7234451286,1.282275193,0.0265672,2.506348647,3.998238136,0.298411
0.6515,0.7246987709,1.284274754,0.0266027,2.508219999,4.000016836,0.298393
0.652,0.7259533487,1.286275203,0.0266382,2.510090411,4.001792675,0.298374
0.6525,0.7272088615,1.288276539,0.0266736,2.511959886,4.003565657,0.298354
0.653,0.7284653088,1.29027876,0.0267091,2.513828421,4.005335786,0.298335
0.6535,0.7297226901,1.292281866,0.0267445,2.515696017,4.007103065,0.298315
0.654,0.730981005,1.294285855,0.02678,2.517562673,4.008867496,0.298294
0.6545,0.732240253,1.296290724,0.0268154,2.51942839,4.010629084,0.298273
0.655,0.7335004336,1.298296474,0.0268509,2.521293167,4.012387832,0.298252
0.6555,0.7347615463,1.300303102,0.0268863,2.523157004,4.014143743,0.29823
0.656,0.7360235908,1.302310608,0.0269218,2.5250199,4.015896819,0.298208
0.6565,0.7372865664,1.304318988,0.0269572,2.526881856,4.017647066,0.298186
0.657,0.7385504728,1.306328244,0.0269926,2.528742871,4.019394485,0.298163
0.6575,0.7398153094,1.308338372,0.0270281,2.530602945,4.021139081,0.29814
0.658,0.7410810759,1.310349371,0.0270635,2.532462078,4.022880856,0.298117
0.6585,0.7423477717,1.312361241,0.0270989,2.534320269,4.024619814,0.298093
0.659,0.7436153963,1.314373979,0.0271343,2.536177519,4.026355958,0.298069
0.6595,0.7448839494,1.316387584,0.0271698,2.538033827,4.028089291,0.298044
0.66,0.7461534303,1.318402055,0.0272052,2.539889193,4.029819817,0.298019
0.6605,0.7474238387,1.320417391,0.0272406,2.541743616,4.031547539,0.297994
0.661,0.7486951741,1.32243359,0.027276,2.543597097,4.033272461,0.297968
0.6615,0.749967436,1.32445065,0.0273114,2.545449636,4.034994585,0.297942
0.662,0.7512406239,1.326468571,0.0273468,2.547301231,4.036713916,0.297916
0.6625,0.7525147374,1.32848735,0.0273822,2.549151883,4.038430455,0.297889
0.663,0.7537897759,1.330506987,0.0274176,2.551001592,4.040144207,0.297862
0.6635,0.7550657391,1.33252748,0.027453,2.552850358,4.041855175,0.297834
0.664,0.7563426264,1.334548828,0.0274884,2.554698179,4.043563363,0.297806
0.6645,0.7576204374,1.336571029,0.0275238,2.556545057,4.045268773,0.297778
0.665,0.7588991717,1.338594082,0.0275592,2.558390991,4.046971408,0.297749
0.6655,0.7601788286,1.340617986,0.0275946,2.56023598,4.048671273,0.29772
0.666,0.7614594078,1.342642739,0.0276299,2.562080025,4.05036837,0.297691
0.6665,0.7627409088,1.344668339,0.0276653,2.563923125,4.052062704,0.297661
0.667,0.7640233311,1.346694787,0.0277007,2.56576528,4.053754276,0.297631
0.6675,0.7653066742,1.348722079,0.0277361,2.56760649,4.05544309,0.2976
0.668,0.7665909377,1.350750215,0.0277714,2.569446755,4.057129151,0.29757
0.6685,0.7678761211,1.352779193,0.0278068,2.571286074,4.05881246,0.297538
0.669,0.7691622239,1.354809013,0.0278421,2.573124448,4.060493022,0.297507
0.6695,0.7704492457,1.356839672,0.0278775,2.574961875,4.062170839,0.297475
0.67,0.771737186,1.358871169,0.0279128,2.576798357,4.063845916,0.297443
0.6705,0.7730260442,1.360903503,0.0279482,2.578633892,4.065518254,0.29741
0.671,0.77431582,1.362936673,0.0279835,2.580468481,4.067187858,0.297377
0.6715,0.7756065129,1.364970677,0.0280189,2.582302123,4.068854732,0.297344
0.672,0.7768981223,1.367005514,0.0280542,2.584134819,4.070518877,0.29731
0.6725,0.7781906479,1.369041182,0.0280895,2.585966567,4.072180298,0.297276
0.673,0.7794840891,1.37107768,0.0281249,2.587797368,4.073838997,0.297241
0.6735,0.7807784454,1.373115008,0.0281602,2.589627222,4.075494979,0.297207
0.674,0.7820737165,1.375153162,0.0281955,2.591456129,4.077148246,0.297171
0.6745,0.7833699017,1.377192143,0.0282308,2.593284087,4.078798803,0.297136
0.675,0.7846670007,1.379231949,0.0282661,2.595111098,4.080446651,0.2971
0.6755,0.785965013,1.381272578,0.0283014,2.596937161,4.082091794,0.297064
0.676,0.7872639381,1.383314029,0.0283367,2.598762275,4.083734237,0.297027
0.6765,0.7885637755,1.385356301,0.028372,2.600586441,4.085373981,0.29699
0.677,0.7898645247,1.387399392,0.0284073,2.602409659,4.08701103,0.296953
0.6775,0.7911661853,1.389443301,0.0284426,2.604231927,4.088645389,0.296916
0.678,0.7924687568,1.391488027,0.0284779,2.606053247,4.090277059,0.296878
0.6785,0.7937722388,1.393533569,0.0285132,2.607873618,4.091906045,0.296839
0.679,0.7950766307,1.395579924,0.0285484,2.609693039,4.093532349,0.296801
0.6795,0.7963819321,1.397627093,0.0285837,2.611511511,4.095155975,0.296762
0.68,0.7976881424,1.399675073,0.028619,2.613329033,4.096776926,0.296723
0.6805,0.7989952613,1.401723863,0.0286542,2.615145606,4.098395206,0.296683
0.681,0.8003032883,1.403773461,0.0286895,2.616961229,4.100010817,0.296643
0.6815,0.8016122228,1.405823868,0.0287247,2.618775901,4.101623764,0.296603
0.682,0.8029220645,1.40787508,0.02876,2.620589624,4.10323405,0.296562
0.6825,0.8042328127,1.409927098,0.0287952,2.622402396,4.104841677,0.296521
0.683,0.8055444671,1.411979919,0.0288304,2.624214217,4.106446649,0.296479
0.6835,0.8068570272,1.414033542,0.0288657,2.626025087,4.108048969,0.296438
0.684,0.8081704925,1.416087966,0.0289009,2.627835007,4.109648642,0.296396
0.6845,0.8094848626,1.418143189,0.0289361,2.629643976,4.111245669,0.296353
0.685,0.8108001368,1.420199211,0.0289713,2.631451993,4.112840055,0.296311
0.6855,0.8121163149,1.422256031,0.0290066,2.63325906,4.114431802,0.296267
0.686,0.8134333962,1.424313645,0.0290418,2.635065174,4.116020915,0.296224
0.6865,0.8147513804,1.426372054,0.029077,2.636870337,4.117607396,0.29618
0.687,0.816070267,1.428431257,0.0291122,2.638674548,4.119191248,0.296136
0.6875,0.8173900554,1.430491251,0.0291473,2.640477808,4.120772475,0.296092
0.688,0.8187107452,1.432552036,0.0291825,2.642280115,4.122351081,0.296047
0.6885,0.8200323359,1.43461361,0.0292177,2.64408147,4.123927068,0.296002
0.689,0.8213548271,1.436675971,0.0292529,2.645881872,4.12550044,0.295957
0.6895,0.8226782182,1.438739114,0.0292881,2.647681322,4.12707124,0.295911
0.69,0.8240025089,1.440803035,0.0293232,2.64947982,4.128639469,0.295865
0.6905,0.8253276985,1.44286774,0.0293584,2.651277364,4.13020509,0.295818
0.691,0.8266537868,1.444933228,0.0293935,2.653073956,4.131768105,0.295772
0.6915,0.827980773,1.446999497,0.0294287,2.654869594,4.133328519,0.295725
0.692,0.8293086569,1.449066546,0.0294638,2.656664279,4.134886334,0.295677
0.6925,0.8306374379,1.451134373,0.0294989,2.658458011,4.136441554,0.29563
0.693,0.8319671155,1.453202978,0.0295341,2.660250789,4.137994183,0.295582
0.6935,0.8332976893,1.455272359,0.0295692,2.662042614,4.139544224,0.295533
0.694,0.8346291587,1.457342514,0.0296043,2.663833485,4.141091681,0.295484
0.6945,0.8359615234,1.459413443,0.0296394,2.665623402,4.142636556,0.295435
0.695,0.8372947828,1.461485145,0.0296745,2.667412365,4.144178854,0.295386
0.6955,0.8386289365,1.463557616,0.0297096,2.669200374,4.145718578,0.295336
0.696,0.8399639839,1.465630858,0.0297447,2.670987428,4.147255731,0.295286
0.6965,0.8412999247,1.467704868,0.0297798,2.672773528,4.148790317,0.295236
0.697,0.8426367582,1.469779644,0.0298149,2.674558674,4.150322339,0.295186
0.6975,0.8439744842,1.471855187,0.02985,2.676342865,4.151851801,0.295135
0.698,0.845313102,1.473931494,0.029885,2.678126101,4.153378706,0.295083
0.6985,0.8466526111,1.476008563,0.0299201,2.679908382,4.154903058,0.295032
0.699,0.8479930112,1.478086395,0.0299552,2.681689708,4.156424859,0.29498
0.6995,0.8493343018,1.480164987,0.0299902,2.683470078,4.157944114,0.294928
0.7,0.8506764823,1.482244339,0.0300253,2.685249494,4.159460825,0.294875
0.7005,0.8520195523,1.484324448,0.0300603,2.687027954,4.160974997,0.294822
0.701,0.8533635113,1.486405314,0.0300953,2.688805459,4.162486632,0.294769
0.7015,0.8547083588,1.488486936,0.0301304,2.690582008,4.163995735,0.294715
0.702,0.8560540944,1.490569312,0.0301654,2.692357601,4.165502307,0.294662
0.7025,0.8574007176,1.49265244,0.0302004,2.694132238,4.167006354,0.294608
0.703,0.8587482278,1.494736321,0.0302354,2.695905919,4.168507878,0.294553
0.7035,0.8600966247,1.496820951,0.0302704,2.697678645,4.170006883,0.294498
0.704,0.8614459078,1.498906331,0.0303054,2.699450414,4.171503372,0.294443
0.7045,0.8627960765,1.500992459,0.0303404,2.701221226,4.172997348,0.294388
0.705,0.8641471303,1.503079333,0.0303754,2.702991082,4.174488815,0.294332
0.7055,0.8654990689,1.505166952,0.0304103,2.704759982,4.175977776,0.294276
0.706,0.8668518918,1.507255316,0.0304453,2.706527925,4.177464235,0.29422
0.7065,0.8682055984,1.509344422,0.0304803,2.708294911,4.178948195,0.294163
0.707,0.8695601882,1.51143427,0.0305152,2.710060941,4.18042966,0.294106
0.7075,0.8709156609,1.513524858,0.0305502,2.711826013,4.181908632,0.294049
0.708,0.8722720159,1.515616185,0.0305851,2.713590128,4.183385116,0.293992
0.7085,0.8736292527,1.51770825,0.0306201,2.715353287,4.184859114,0.293934
0.709,0.8749873709,1.519801051,0.030655,2.717115487,4.18633063,0.293876
0.7095,0.87634637,1.521894588,0.0306899,2.718876731,4.187799667,0.293817
0.71,0.8777062495,1.523988859,0.0307248,2.720637017,4.18926623,0.293758
0.7105,0.8790670089,1.526083862,0.0307597,2.722396345,4.19073032,0.293699
0.711,0.8804286478,1.528179597,0.0307946,2.724154716,4.192191941,0.29364
0.7115,0.8817911657,1.530276063,0.0308295,2.725912129,4.193651098,0.29358
0.712,0.8831545621,1.532373257,0.0308644,2.727668585,4.195107792,0.29352
0.7125,0.8845188364,1.534471179,0.0308993,2.729424082,4.196562028,0.29346
0.713,0.8858839884,1.536569828,0.0309341,2.731178621,4.198013809,0.2934
0.7135,0.8872500174,1.538669202,0.030969,2.732932202,4.199463139,0.293339
0.714,0.8886169229,1.540769301,0.0310039,2.734684825,4.200910019,0.293278
0.7145,0.8899847046,1.542870122,0.0310387,2.736436489,4.202354455,0.293216
0.715,0.8913533607,1.544971665,0.0310736,2.738187193,4.203796449,0.293154
0.7155,0.892722892,1.547073929,0.0311084,2.739936939,4.205236005,0.293092
0.716,0.8940932979,1.549176911,0.0311432,2.741685726,4.206673125,0.29303
0.7165,0.8954645779,1.551280612,0.031178,2.743433554,4.208107814,0.292967
0.717,0.8968367316,1.55338503,0.0312129,2.745180423,4.209540074,0.292904
0.7175,0.8982097585,1.555490163,0.0312477,2.746926333,4.21096991,0.292841
0.718,0.8995836581,1.55759601,0.0312825,2.748671285,4.212397323,0.292778
0.7185,0.90095843,1.559702571,0.0313172,2.750415277,4.213822319,0.292714
0.719,0.9023340736,1.561809843,0.031352,2.75215831,4.215244899,0.29265
0.7195,0.9037105884,1.563917827,0.0313868,2.753900384,4.216665067,0.292585
0.72,0.9050879741,1.566026519,0.0314216,2.755641499,4.218082827,0.292521
0.7205,0.90646623,1.56813592,0.0314563,2.757381654,4.219498182,0.292456
0.721,0.9078453558,1.570246028,0.0314911,2.75912085,4.220911135,0.292391
0.7215,0.9092253509,1.572356842,0.0315258,2.760859086,4.222321689,0.292325
0.722,0.9106062149,1.574468361,0.0315606,2.762596363,4.223729849,0.292259
0.7225,0.9119879473,1.576580583,0.0315953,2.76433268,4.225135616,0.292193
0.723,0.9133705477,1.578693508,0.03163,2.766068037,4.226538995,0.292127
0.7235,0.9147540154,1.580807133,0.0316647,2.767802435,4.227939989,0.29206
0.724,0.9161383501,1.582921458,0.0316994,2.769535872,4.2293386,0.291993
0.7245,0.9175235512,1.585036482,0.0317341,2.77126835,4.230734833,0.291926
0.725,0.9189096184,1.587152204,0.0317688,2.772999867,4.232128691,0.291858
0.7255,0.9202965511,1.589268622,0.0318035,2.774730425,4.233520176,0.29179
0.726,0.9216843488,1.591385735,0.0318382,2.776460022,4.234909293,0.291722
0.7265,0.923073011,1.593503541,0.0318728,2.778188659,4.236296044,0.291654
0.727,0.9244625373,1.595622041,0.0319075,2.779916336,4.237680433,0.291585
0.7275,0.9258529272,1.597741232,0.0319421,2.781643053,4.239062462,0.291516
0.728,0.9272441803,1.599861114,0.0319768,2.783368809,4.240442137,0.291447
0.7285,0.9286362959,1.601981684,0.0320114,2.785093604,4.241819458,0.291378
0.729,0.9300292737,1.604102943,0.032046,2.78681744,4.243194431,0.291308
0.7295,0.9314231132,1.606224889,0.0320806,2.788540314,4.244567057,0.291238
0.73,0.9328178138,1.60834752,0.0321152,2.790262228,4.245937341,0.291167
0.7305,0.9342133752,1.610470835,0.0321498,2.791983181,4.247305286,0.291097
0.731,0.9356097968,1.612594834,0.0321844,2.793703174,4.248670894,0.291026
0.7315,0.9370070781,1.614719515,0.032219,2.795422205,4.25003417,0.290955
0.732,0.9384052187,1.616844877,0.0322536,2.797140276,4.251395116,0.290883
0.7325,0.9398042181,1.618970919,0.0322882,2.798857386,4.252753736,0.290812
0.733,0.9412040758,1.621097639,0.0323227,2.800573535,4.254110033,0.29074
0.7335,0.9426047914,1.623225037,0.0323573,2.802288723,4.255464009,0.290667
0.734,0.9440063642,1.625353111,0.0323918,2.80400295,4.25681567,0.290595
0.7345,0.945408794,1.627481861,0.0324263,2.805716216,4.258165017,0.290522
0.735,0.9468120801,1.629611284,0.0324608,2.807428521,4.259512053,0.290449
0.7355,0.9482162221,1.63174138,0.0324954,2.809139864,4.260856783,0.290376
0.736,0.9496212196,1.633872148,0.0325299,2.810850246,4.262199209,0.290302
0.7365,0.951027072,1.636003586,0.0325644,2.812559667,4.263539335,0.290228
0.737,0.9524337788,1.638135694,0.0325988,2.814268127,4.264877164,0.290154
0.7375,0.9538413397,1.64026847,0.0326333,2.815975626,4.266212698,0.29008
0.738,0.955249754,1.642401913,0.0326678,2.817682163,4.267545942,0.290005
0.7385,0.9566590214,1.644536021,0.0327022,2.819387738,4.268876899,0.28993
0.739,0.9580691413,1.646670795,0.0327367,2.821092352,4.270205571,0.289855
0.7395,0.9594801132,1.648806232,0.0327711,2.822796005,4.271531962,0.289779
0.74,0.9608919368,1.650942332,0.0328056,2.824498696,4.272856075,0.289704
0.7405,0.9623046114,1.653079093,0.03284,2.826200425,4.274177914,0.289628
0.741,0.9637181367,1.655216514,0.0328744,2.827901193,4.275497481,0.289551
0.7415,0.965132512,1.657354594,0.0329088,2.829600999,4.276814779,0.289475
0.742,0.9665477371,1.659493333,0.0329432,2.831299844,4.278129813,0.289398
0.7425,0.9679638113,1.661632728,0.0329776,2.832997726,4.279442585,0.289321
0.743,0.9693807342,1.663772778,0.033012,2.834694648,4.280753098,0.289244
0.7435,0.9707985053,1.665913483,0.0330463,2.836390607,4.282061356,0.289166
0.744,0.9722171242,1.668054842,0.0330807,2.838085604,4.283367362,0.289088
0.7445,0.9736365903,1.670196853,0.0331151,2.83977964,4.284671118,0.28901
0.745,0.9750569032,1.672339515,0.0331494,2.841472714,4.285972629,0.288932
0.7455,0.9764780624,1.674482827,0.0331837,2.843164826,4.287271896,0.288853
0.746,0.9779000673,1.676626788,0.0332181,2.844855976,4.288568925,0.288775
0.7465,0.9793229176,1.678771397,0.0332524,2.846546165,4.289863717,0.288696
0.747,0.9807466128,1.680916652,0.0332867,2.848235391,4.291156276,0.288616
0.7475,0.9821711523,1.683062553,0.033321,2.849923655,4.292446605,0.288537
0.748,0.9835965357,1.685209098,0.0333552,2.851610958,4.293734707,0.288457
0.7485,0.9850227625,1.687356287,0.0333895,2.853297298,4.295020585,0.288377
0.749,0.9864498323,1.689504118,0.0334238,2.854982677,4.296304243,0.288296
0.7495,0.9878777444,1.69165259,0.033458,2.856667093,4.297585683,0.288216
0.75,0.9893064986,1.693801702,0.0334923,2.858350547,4.29886491,0.288135
0.7505,0.9907360942,1.695951453,0.0335265,2.86003304,4.300141925,0.288054
0.751,0.9921665308,1.698101841,0.0335608,2.86171457,4.301416733,0.287972
0.7515,0.993597808,1.700252867,0.033595,2.863395138,4.302689336,0.287891
0.752,0.9950299251,1.702404528,0.0336292,2.865074744,4.303959737,0.287809
0.7525,0.9964628819,1.704556823,0.0336634,2.866753389,4.30522794,0.287727
0.753,0.9978966777,1.706709752,0.0336976,2.868431071,4.306493947,0.287645
0.7535,0.9993313121,1.708863313,0.0337317,2.87010779,4.307757763,0.287562
0.754,1.000766785,1.711017505,0.0337659,2.871783548,4.309019389,0.287479
0.7545,1.002203095,1.713172328,0.0338001,2.873458344,4.31027883,0.287396
0.755,1.003640242,1.715327779,0.0338342,2.875132178,4.311536088,0.287313
0.7555,1.005078226,1.717483858,0.0338684,2.876805049,4.312791166,0.287229
0.756,1.006517046,1.719640564,0.0339025,2.878476958,4.314044068,0.287145
0.7565,1.007956702,1.721797896,0.0339366,2.880147906,4.315294797,0.287061
0.757,1.009397193,1.723955853,0.0339707,2.881817891,4.316543355,0.286977
0.7575,1.010838519,1.726114433,0.0340048,2.883486914,4.317789747,0.286892
0.758,1.012280679,1.728273635,0.0340389,2.885154975,4.319033974,0.286808
0.7585,1.013723673,1.730433459,0.034073,2.886822073,4.320276041,0.286723
0.759,1.0151675,1.732593904,0.0341071,2.88848821,4.321515949,0.286637
0.7595,1.01661216,1.734754967,0.0341411,2.890153384,4.322753704,0.286552
0.76,1.018057653,1.736916649,0.0341752,2.891817597,4.323989306,0.286466
0.7605,1.019503977,1.739078948,0.0342092,2.893480847,4.325222761,0.28638
0.761,1.020951133,1.741241863,0.0342432,2.895143136,4.32645407,0.286294
0.7615,1.022399119,1.743405393,0.0342772,2.896804462,4.327683236,0.286208
0.762,1.023847936,1.745569537,0.0343112,2.898464826,4.328910264,0.286121
0.7625,1.025297583,1.747734293,0.0343452,2.900124228,4.330135156,0.286034
0.763,1.02674806,1.749899662,0.0343792,2.901782668,4.331357914,0.285947
0.7635,1.028199365,1.752065641,0.0344132,2.903440146,4.332578543,0.285859
0.764,1.029651499,1.75423223,0.0344472,2.905096662,4.333797045,0.285772
0.7645,1.031104461,1.756399427,0.0344811,2.906752216,4.335013424,0.285684
0.765,1.03255825,1.758567232,0.0345151,2.908406808,4.336227682,0.285596
0.7655,1.034012866,1.760735644,0.034549,2.910060438,4.337439822,0.285508
0.766,1.035468309,1.762904661,0.0345829,2.911713106,4.338649848,0.285419
0.7665,1.036924579,1.765074282,0.0346168,2.913364813,4.339857762,0.28533
0.767,1.038381673,1.767244507,0.0346507,2.915015557,4.341063569,0.285241
0.7675,1.039839593,1.769415334,0.0346846,2.916665339,4.34226727,0.285152
0.768,1.041298338,1.771586762,0.0347185,2.91831416,4.343468869,0.285063
0.7685,1.042757906,1.77375879,0.0347524,2.919962019,4.344668369,0.284973
0.769,1.044218299,1.775931418,0.0347863,2.921608916,4.345865772,0.284883
0.7695,1.045679514,1.778104644,0.0348201,2.923254851,4.347061083,0.284793
0.77,1.047141553,1.780278466,0.0348539,2.924899824,4.348254304,0.284703
0.7705,1.048604413,1.782452885,0.0348878,2.926543836,4.349445438,0.284612
0.771,1.050068096,1.784627899,0.0349216,2.928186886,4.350634489,0.284521
0.7715,1.051532599,1.786803507,0.0349554,2.929828974,4.351821458,0.28443
0.772,1.052997924,1.788979707,0.0349892,2.931470101,4.35300635,0.284339
0.7725,1.054464069,1.7911565,0.035023,2.933110266,4.354189167,0.284247
0.773,1.055931033,1.793333883,0.0350567,2.93474947,4.355369912,0.284156
0.7735,1.057398817,1.795511857,0.0350905,2.936387712,4.356548589,0.284064
0.774,1.05886742,1.797690419,0.0351243,2.938024992,4.357725201,0.283972
0.7745,1.060336842,1.799869569,0.035158,2.939661311,4.358899749,0.283879
0.775,1.06180708,1.802049305,0.0351917,2.94129666,4.360072239,0.283787
0.7755,1.063278136,1.804229628,0.0352255,2.942931046,4.361242671,0.283694
0.776,1.064750009,1.806410535,0.0352592,2.944564471,4.362411051,0.283601
0.7765,1.066222698,1.808592026,0.0352929,2.946196933,4.36357738,0.283508
0.777,1.067696203,1.810774099,0.0353265,2.947828435,4.364741661,0.283414
0.7775,1.069170524,1.812956754,0.0353602,2.949458974,4.365903898,0.28332
0.778,1.07064566,1.81513999,0.0353939,2.951088553,4.367064094,0.283227
0.7785,1.07212161,1.817323806,0.0354275,2.952717169,4.368222251,0.283132
0.779,1.073598374,1.8195082,0.0354612,2.954344824,4.369378373,0.283038
0.7795,1.075075952,1.821693172,0.0354948,2.955971518,4.370532462,0.282944
0.78,1.076554343,1.823878721,0.0355284,2.95759725,4.371684522,0.282849
0.7805,1.078033547,1.826064845,0.035562,2.959222021,4.372834556,0.282754
0.781,1.079513562,1.828251543,0.0355956,2.96084583,4.373982567,0.282659
0.7815,1.08099439,1.830438816,0.0356292,2.962468679,4.375128557,0.282563
0.782,1.082476028,1.832626661,0.0356628,2.964090566,4.376272529,0.282468
0.7825,1.083958477,1.834815078,0.0356964,2.965711491,4.377414488,0.282372
0.783,1.085441737,1.837004065,0.0357299,2.967331456,4.378554434,0.282276
0.7835,1.086925806,1.839193622,0.0357634,2.96895046,4.379692373,0.28218
0.784,1.088410684,1.841383748,0.035797,2.970568502,4.380828306,0.282083
0.7845,1.089896372,1.843574441,0.0358305,2.972185583,4.381962236,0.281987
0.785,1.091382867,1.845765701,0.035864,2.973801704,4.383094167,0.28189
0.7855,1.09287017,1.847957527,0.0358975,2.975416864,4.384224102,0.281793
0.786,1.094358281,1.850149917,0.035931,2.977031062,4.385352043,0.281695
0.7865,1.095847198,1.852342871,0.0359644,2.9786443,4.386477993,0.281598
0.787,1.097336922,1.854536388,0.0359979,2.980256577,4.387601956,0.2815
0.7875,1.098827452,1.856730467,0.0360313,2.981867894,4.388723934,0.281402
0.788,1.100318787,1.858925106,0.0360648,2.98347825,4.389843931,0.281304
0.7885,1.101810927,1.861120305,0.0360982,2.985087645,4.390961948,0.281206
0.789,1.103303871,1.863316063,0.0361316,2.98669608,4.39207799,0.281108
0.7895,1.10479762,1.865512379,0.036165,2.988303554,4.393192059,0.281009
0.79,1.106292172,1.867709252,0.0361984,2.989910068,4.394304159,0.28091
0.7905,1.107787527,1.869906681,0.0362318,2.991515621,4.395414291,0.280811
0.791,1.109283684,1.872104664,0.0362651,2.993120214,4.396522459,0.280712
0.7915,1.110780644,1.874303202,0.0362985,2.994723847,4.397628666,0.280612
0.792,1.112278405,1.876502293,0.0363318,2.99632652,4.398732916,0.280512
0.7925,1.113776967,1.878701935,0.0363652,2.997928232,4.39983521,0.280413
0.793,1.11527633,1.880902129,0.0363985,2.999528985,4.400935552,0.280312
0.7935,1.116776493,1.883102873,0.0364318,3.001128778,4.402033944,0.280212
0.794,1.118277455,1.885304166,0.0364651,3.00272761,4.40313039,0.280112
